bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count,
13116,____ _ _________ _____ __ __________,by Robert M. Pirsig,3.77,5890911856,9.78589E+12,rus,512,81,13,
13119,The Dark Side Of Genius: The Life Of Alfred Hitchcock,by Donald Spoto,3.83,030680932X,9.78031E+12,en-US,608,950,93,
13121,Enchantment: The Life of Audrey Hepburn,by Donald Spoto,3.86,307237583,9.78074E+12,eng,352,2584,253,
13122,Marilyn Monroe: The Biography,by Donald Spoto,4.03,815411839,9.78082E+12,eng,752,1347,98,
13128,Cross (Alex Cross  #12),by James Patterson,4,316159794,9.78032E+12,eng,393,46163,1588,
13130,Judge & Jury,by James Patterson-Andrew Gross,3.99,316013935,9.78032E+12,eng,419,40897,809,
13131,The 6th Target (Women's Murder Club  #6),by James Patterson-Maxine Paetro,4.03,316014796,9.78032E+12,eng,390,45488,1410,
13132,3rd Degree (Women's Murder Club  #3),by James Patterson-Andrew Gross,4.01,446614831,9.78045E+12,eng,339,60777,1684,
13133,The Quickie,by James Patterson-Michael Ledwidge,3.83,316117366,9.78032E+12,eng,357,32369,2090,
13134,You've Been Warned,by James Patterson-Howard Roughan,3.53,316014508,9.78032E+12,eng,374,17610,1485,
13136,2nd Chance (Women's Murder Club  #2),by James Patterson-Andrew Gross,4.03,446696633,9.78045E+12,eng,400,75314,2030,
13137,1st to Die (Women's Murder Club  #1),by James Patterson,4.07,446696617,9.78045E+12,eng,424,259028,4998,
13138,Season of the Machete,by James Patterson,3.24,446600474,9.78045E+12,eng,341,5401,215,
13139,School's Out—Forever (Maximum Ride  #2),by James Patterson,4.15,316155594,9.78032E+12,eng,409,101968,2684,
13140,Jack & Jill (Alex Cross  #3),by James Patterson,3.96,446692654,9.78045E+12,eng,466,56029,1129,
13141,The Midnight Club,by James Patterson,3.81,446606383,9.78045E+12,eng,368,10742,308,
13142,Cat & Mouse (Alex Cross #4),by James Patterson,3.98,446692646,9.78045E+12,eng,432,242,17,
13143,Pop Goes the Weasel (Alex Cross  #5),by James Patterson,3.99,446608815,9.78045E+12,eng,461,50669,936,
13144,Roses Are Red (Alex Cross  #6),by James Patterson,4.04,747266999,9.78075E+12,eng,421,212,17,
13145,Along Came a Spider (Alex Cross  #1),by James Patterson,4.1,446692638,9.78045E+12,eng,449,354100,3775,
13146,Black Friday,by James Patterson,3.67,446609323,9.78045E+12,eng,480,9539,214,
13147,Honeymoon (Honeymoon  #1),by James Patterson-Howard Roughan,3.82,446613371,9.78045E+12,eng,406,33168,1756,
13148,Kiss the Girls (Alex Cross  #2),by James Patterson,3.95,446677388,9.78045E+12,eng,481,290733,2837,
13149,The Thomas Berryman Number,by James Patterson,2.86,446600458,9.78045E+12,eng,272,4188,290,
13151,London Bridges (Alex Cross  #10),by James Patterson,3.93,446613355,9.78045E+12,eng,403,35345,871,
13152,The Angel Experiment (Maximum Ride  #1),by James Patterson,4.08,446617792,9.78045E+12,eng,413,184133,7559,
13153,Hide and Seek,by James Patterson,4.11,6498523,9.78001E+12,eng,368,57226,405,
13155,3rd Degree (Women's Murder Club  #3),by James Patterson-Andrew Gross,4.01,446696641,9.78045E+12,eng,352,249,12,
13157,The Jester,by James Patterson-Andrew Gross,3.8,755300203,9.78076E+12,eng,548,16263,829,
13158,See How They Run,by James Patterson,3.84,1568654235,9.78157E+12,eng,320,41,1,
13161,Miracle on the 17th Green (Travis McKinley  #1),by James Patterson-Peter de Jonge,3.66,316693359,9.78032E+12,eng,160,3558,309,
13162,When the Wind Blows (When the Wind Blows  #1),by James Patterson,3.92,446676438,9.78045E+12,eng,416,41994,1303,
13164,SantaKid,by James Patterson-Michael Garland,3.89,316000612,9.78032E+12,eng,48,850,50,
13170,Runaway Ralph,by Beverly Cleary,3.96,440801346,9.78044E+12,eng,175,83,4,
13172,Runaway Ralph,by Beverly Cleary,3.96,671296116,9.78067E+12,eng,147,2,1,
13173,A Little Prairie House,by Laura Ingalls Wilder-Renée Graef,4.19,64435261,9.78006E+12,eng,32,1533,45,
13177,Private Parts,by Howard Stern,3.76,671009443,9.78067E+12,eng,660,3746,145,
13180,The Private Parts of Women,by Lesley Glaister,3.82,747526036,9.78075E+12,eng,288,21,3,
13194,Green Arrow  Vol. 1: Quiver,by Kevin Smith-Phil Hester-Ande Parks,4.07,1563899655,9.78156E+12,en-US,232,5225,129,
13195,Quivers: A Life,by Robin Quivers,3.51,60391537,9.78006E+12,eng,341,60,5,
13196,Quiver,by Stephanie Spinner,3.51,440238196,9.78044E+12,en-US,177,823,94,
13199,A Quiver Full of Arrows,by Jeffrey Archer,3.78,312937695,9.78031E+12,eng,288,8944,166,
13203,Celebrations: Rituals of Peace and Prayer,by Maya Angelou,4.13,1400066107,9.7814E+12,eng,128,633,92,
13206,The Collected Autobiographies of Maya Angelou,by Maya Angelou,4.62,679643257,9.78068E+12,eng,1184,961,53,
13211,And Still I Rise,by Maya Angelou-Linda Sunshine-Diego Rivera,4.42,375505962,9.78038E+12,eng,54,3396,208,
13214,I Know Why the Caged Bird Sings,by Maya Angelou,4.22,553279378,9.78055E+12,eng,289,326424,6783,
13215,Life Doesn't Frighten Me,by Maya Angelou-Jean-Michel Basquiat-Sara Jane Boyers,4.4,1556702884,9.78156E+12,eng,32,1151,158,
13228,Cumbres borrascosas,by Emily Brontë,3.84,8497644743,9.7885E+12,spa,384,146,25,
13237,Dreaming in Pictures: The Photography,by Lewis Carroll-Douglas R. Nickel,4.01,300091699,9.7803E+12,eng,172,105,6,
13238,Lewis Carroll's Jabberwocky: A Book of Brillig Dioramas,by Lewis Carroll-Graeme Base,4.14,810935201,9.78081E+12,eng,14,31,2,
13241,The Collected Short Stories of Maxim Gorky,by Maxim Gorky-Avrahm Yarmolinsky-Moura Budberg,3.94,806510757,9.78081E+12,eng,404,848,16,
13247,Mother,by Maxim Gorky,3.93,1406957240,9.78141E+12,eng,368,29,0,
13254,Name Dropping,by Jane Heller,3.53,312978332,9.78031E+12,eng,323,687,50,
13257,Many Luscious Lollipops: A Book About Adjectives,by Ruth Heller,4.06,698116410,9.7807E+12,en-US,48,307,40,
13258,What Was She Thinking? [Notes on a Scandal],by Zoë Heller,3.71,312421990,9.78031E+12,eng,258,13150,1116,
13260,Night of Long Shadows (Eberron: Inquisitives  #2),by Paul Crilley,3.64,786942703,9.78079E+12,en-US,306,143,14,
13269,The Poetics of Space,by Gaston Bachelard-Maria Jolas-Étienne Gilson-John R. Stilgoe,4.19,807064734,9.78081E+12,eng,282,6625,284,
13270,Poetics,by Aristotle-Malcolm Heath,3.82,140446362,9.78014E+12,eng,138,11935,437,
13275,Poetics of Music in the Form of Six Lessons,by Igor Stravinsky-George Seferis-Arthur Knodel-Ingolf Dahl,4.11,674678567,9.78067E+12,eng,160,896,30,
13276,An Introduction to the Old Testament Poetic Books,by C. Hassell Bullock,3.67,802441416,9.7808E+12,eng,392,37,4,
13285,Mondrian,by John Milner-Piet Mondrian,3.62,714831670,9.78071E+12,eng,235,24,1,
13310,Writings on Art,by Mark Rothko-Miguel López-Remiro,3.83,300114400,9.7803E+12,eng,192,98,8,
13314,The Legacy of Mark Rothko,by Lee Seldes,3.85,306807254,9.78031E+12,eng,403,37,5,
13318,Rothko,by Jacob Baal-Teshuva-Mark Rothko,4.15,3822818208,9.78382E+12,eng,96,429,12,
13320,Mark Rothko,by Diane Waldman-Bernard Malamud,4.04,810915871,9.78081E+12,eng,296,43,2,
13323,Mark Rothko  1903 1970,by Diane Waldman,4.04,500282757,9.7805E+12,eng,296,3,0,
13329,A World of Art Fifth Edition,by Henry M. Sayre,3.71,132221861,9.78013E+12,en-US,592,52,1,
13336,Olympian Odes. Pythian Odes,by Pindar-William H. Race,4.05,674995643,9.78067E+12,mul,416,54,5,
13337,The Odes,by Pindar-Cecil Maurice Bowra-Daniel C. Snell-Dawson William Turner-Maehler-Abraham Moore,3.89,014044209X,9.78014E+12,eng,256,1023,24,
13342,The Odes: and Selected Fragments,by Pindar-G.S. Conway-Richard Stoneman,3.89,460876740,9.78046E+12,eng,352,7,1,
13344,Nemean Odes. Isthmian Odes. Fragments,by Pindar-William H. Race,4.11,674995341,9.78067E+12,mul,480,34,1,
13345,Sabriel (Abhorsen  #1),by Garth Nix,4.17,60575816,9.78006E+12,en-US,311,1296,158,
13347,Euripides 3: Alcestis/Daughters of Troy/The Phoenician Women/Iphigenia at Aulis/Rhesus,by Euripides-David R. Slavitt-Smith Palmer Bovie-Fred Chappell-Mark Rudman-Elaine Terranova-Richard Elman-Katharine Washburn-George Economou,3.88,812216504,9.78081E+12,eng,392,7,1,
13357,Eragon: Prima Official Game Guide,by Prima Publishing,3.98,761555528,9.78076E+12,eng,176,121,1,
13358,The Everyday Life Bible: The Power of God's Word for Everyday Living,by Anonymous-Joyce Meyer,4.7,446578274,9.78045E+12,en-US,2208,1715,56,
13360,Battlefield of the Mind: Winning the Battle in Your Mind,by Joyce Meyer,4.34,446691097,9.78045E+12,en-US,288,27119,703,
13365,A Lady At Last (deWarenne Dynasty  #7),by Brenda Joyce,4.07,373771371,9.78037E+12,eng,379,1518,87,
13368,James Joyce's Ulysses,by Stuart Gilbert,4.17,394700139,9.78039E+12,eng,405,1868,83,
13374,A Complicated Kindness,by Miriam Toews,3.65,1582433224,9.78158E+12,eng,253,17112,968,
13375,A Complicated Kindness (Bookclub-In-A-Box),by Marilyn Herbert-Miriam Toews,4,1897082274,9.7819E+12,eng,80,37,1,
13376,The House of the Scorpion (Matteo Alacran  #1),by Nancy Farmer,4.1,689852231,9.78069E+12,eng,380,68128,5408,
13377,The House of the Scorpion (Matteo Alacran  #1),by Nancy Farmer,4.1,439579295,9.78044E+12,eng,380,1338,226,
13379,Race of Scorpions (The House of Niccolo  #3),by Dorothy Dunnett,4.42,039457107X,9.78039E+12,eng,534,21,1,
13382,Vinyl Cafe Odd Jobs,by Stuart McLean,4.56,096830317X,9.78097E+12,eng,3,59,1,
13383,Vinyl Cafe Coast to Coast Story Service,by Stuart McLean,4.44,968303188,9.78097E+12,eng,3,50,1,
13384,Vinyl Cafe Unplugged (Vinyl Cafe  #3),by Stuart McLean,4.23,140299149,9.78014E+12,eng,272,1295,95,
13388,Vinyl Cafe Diaries (Vinyl Cafe  #4),by Stuart McLean,4.19,670044369,9.78067E+12,eng,302,883,54,
13396,Hesiod  the Homeric Hymns  Epic Cycle  Homerica,by Hesiod-Homer-Hugh G. Evelyn-White,4.22,674990633,9.78067E+12,mul,657,208,13,
13397,Checkmate (Tom Clancy's Splinter Cell  #3),by David  Michaels-Tom Clancy,3.93,425212785,9.78043E+12,eng,402,3815,63,
13398,Operation Barracuda (Tom Clancy's Splinter Cell  #2),by David  Michaels-Raymond Benson-Tom Clancy,4.01,425204227,9.78043E+12,eng,326,4909,76,
13399,Splinter Cell (Tom Clancy's Splinter Cell  #1),by David  Michaels-Raymond Benson-Tom Clancy,3.85,425201686,9.78043E+12,eng,355,10106,182,
13413,Dark Visions,by Douglas E. Winter-Dan Simmons-Stephen King-George R.R. Martin,3.89,575402903,9.78058E+12,en-US,381,142,13,
13414,Ancilla to the Pre-Socratic Philosophers,by Kathleen Banks Freeman-Hermann Alexander Diels,4.22,674035011,9.78067E+12,eng,172,46,7,
13421,The Presocratics,by Philip Ellis Wheelwright,4.04,002426640X,9.78002E+12,en-US,352,199,11,
13422,The Presocratic Philosophers,by Geoffrey S. Kirk-John Earle Raven-Malcolm Schofield,4.24,521274559,9.78052E+12,eng,518,652,24,
13423,Presocratic Philosophy: A Very Short Introduction,by Catherine Osborne,3.56,192840940,9.78019E+12,eng,144,181,22,
13424,The Presocratic Philosophers,by Jonathan Barnes-Ted Honderich,4.14,415050790,9.78042E+12,eng,728,63,3,
13425,The First Philosophers: The Presocratics and Sophists,by Robin Waterfield-Anaximander-Anaximenes-Empedocles-Gorgias of Leontini-Heraclitus-Parmenides-Protagoras-Pythagoras-Thales-Thrasymachus-Zeno of Elea,3.93,192824546,9.78019E+12,eng,400,303,12,
13440,Skeleton Crew,by Stephen King,3.95,751504386,9.78075E+12,eng,612,93593,1078,
13441,Different Seasons,by Stephen King,4.35,751504335,9.78075E+12,eng,560,397,43,
13442,Night Shift,by Stephen King,3.99,385129912,9.78039E+12,en-US,344,470,52,
13444,The Talisman,by Stephen King-Peter Straub,4.13,670691992,9.78067E+12,eng,646,1199,129,
13446,El retrato de Rose Madder,by Stephen King-Bettina Blanch Tyroller,3.69,307376583,9.78031E+12,spa,496,177,24,
13448,The Dark Half,by Stephen King,3.76,5550707004,9.78555E+12,eng,431,96,14,
13449,La Milla Verde,by Stephen King-María Eugenia Ciocchini Suárez,4.44,743233603,9.78074E+12,spa,448,9,1,
13451,Storm of the Century,by Stephen King,3.91,067103264X,9.78067E+12,eng,376,17400,246,
13455,Don't Think of an Elephant! Know Your Values and Frame the Debate: The Essential Guide for Progressives,by George Lakoff-Howard Dean-___ _________-Dan Hazen-______ _____,3.97,1931498717,9.78193E+12,eng,144,3820,435,
13460,Girls Think of Everything: Stories of Ingenious Inventions by Women,by Catherine Thimmesh-Melissa Sweet,4.15,618195637,9.78062E+12,eng,64,835,161,
13462,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,by Stanley Coren,3.98,743222334,9.78074E+12,en-US,368,667,56,
13463,The How to Think Like Leonardo da Vinci Workbook: Your Personal Companion to How to Think Like Leonardo da Vinci,by Michael J. Gelb,3.85,440508827,9.78044E+12,eng,288,309,12,
13467,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,by Jane Walmsley,3.25,142001341,9.78014E+12,eng,160,258,38,
13469,What You Think of Me Is None of My Business,by Terry Cole-Whittaker,4.11,051509479X,9.78052E+12,en-US,208,190,21,
13470,Think on These Things,by Jiddu Krishnamurti-D. Rajagopal,4.4,60916095,9.78006E+12,eng,258,2288,126,
13484,Think Like a Cat: How to Raise a Well-Adjusted Cat—Not a Sour Puss,by Pam Johnson-Bennett,4.06,965013014,9.78097E+12,eng,413,512,63,
13485,Think Like a Guy: How to Get a Guy by Thinking Like One,by Giuliana DePandi,3.15,312354371,9.78031E+12,en-US,172,115,24,
13486,How to Think Theologically,by Howard W. Stone-James O. Duke,3.65,800638182,9.7808E+12,en-US,142,222,20,
13487,JoJo's Bizarre Adventure  Vol. 6 (Stardust Crusaders  #6),by Hirohiko Araki,4.38,1421506556,9.78142E+12,eng,208,264,5,
13488,JoJo's Bizarre Adventure  Vol. 4 (Stardust Crusaders  #4),by Hirohiko Araki,4.42,142150653X,9.78142E+12,eng,208,352,5,
13489,JoJo's Bizarre Adventure  Vol. 5 (Stardust Crusaders  #5),by Hirohiko Araki,4.42,1421506548,9.78142E+12,eng,208,310,2,
13490,JoJo's Bizarre Adventure  Vol. 7 (Stardust Crusaders  #7),by Hirohiko Araki,4.44,1421510782,9.78142E+12,eng,208,287,2,
13492,Jojo's Bizarre Adventure  Tome 4: Dans la salle du dragon à deux têtes (Phantom Blood  #4),by Hirohiko Araki,3.98,2290318043,9.78229E+12,fre,180,120,3,
13493,JoJo's Bizarre Adventure  Vol. 8 (Stardust Crusaders  #8),by Hirohiko Araki,4.47,1421510790,9.78142E+12,eng,208,257,3,
13494,Jojo's Bizarre Adventure  Tome 17: L'Amoureux terrible (Stardust Crusaders  #5),by Hirohiko Araki-Hirohiko Araki,4.42,2290328308,9.78229E+12,fre,202,2,1,
13495,Jojo's Bizarre Adventure  Tome 6: Jojo contre la forme de vie ultime (Battle Tendency  #1),by Hirohiko Araki,4.12,2290318493,9.78229E+12,fre,198,115,2,
13496,A Game of Thrones (A Song of Ice and Fire  #1),by George R.R. Martin,4.45,553588486,9.78055E+12,eng,848,1598396,37379,
13497,A Feast for Crows (A Song of Ice and Fire  #4),by George R.R. Martin,4.13,055358202X,9.78055E+12,eng,1061,491147,16606,
13500,Fevre Dream,by George R.R. Martin,3.86,067145577X,9.78067E+12,eng,350,120,23,
13501,The Hedge Knight (The Hedge Knight Graphic Novels  #1),by Ben Avery-Mike S. Miller-George R.R. Martin-Mike Crowell,4.13,097640110X,9.78098E+12,eng,164,14670,407,
13504,A Clash of Kings (A Song of Ice and Fire  #2),by George R.R. Martin-Roy Dotrice,4.41,073930870X,9.78074E+12,eng,0,113,13,
13505,Tuf Voyaging,by George R.R. Martin,4.09,1592220045,9.78159E+12,en-US,448,61,7,
13506,Jack of Kinrowan: Jack the Giant-Killer / Drink Down the Moon,by Charles de Lint,4.11,312869592,9.78031E+12,eng,412,3648,94,
13508,Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,by James W. Loewen,3.96,156584100X,9.78157E+12,eng,384,398,56,
13509,Lies My Teacher Told Me about Christopher Columbus: What Your History Books Got Wrong,by James W. Loewen,4.01,1565840089,9.78157E+12,eng,48,221,15,
13514,The Fairy Tales of Hermann Hesse,by Hermann Hesse-Jack D. Zipes-David Frampton,3.99,553377760,9.78055E+12,eng,266,3182,141,
13517,C.G. Jung and Hermann Hesse: A Book of Two Friendships,by Miguel Serrano,4.03,3856305580,9.78386E+12,eng,142,373,19,
13518,Demian,by Hermann Hesse,4.12,987207481X,9.78987E+12,spa,126,349,14,
13519,The Journey to the East,by Hermann Hesse-Hilda Rosner,3.7,312421680,9.78031E+12,eng,128,7716,351,
13520,Narcissus and Goldmund,by Hermann Hesse-Ursule Molinaro,4.2,553275860,9.78055E+12,eng,320,1107,107,
13521,Son of a Witch (The Wicked Years  #2),by Gregory Maguire-Douglas Smith-Jelena Boji_,3.47,60747226,9.78006E+12,eng,352,51493,3022,
13529,March,by Geraldine Brooks,3.75,143036661,9.78014E+12,eng,280,47704,5240,
13530,Foreign Correspondence: A Pen Pal's Journey from Down Under to All Over,by Geraldine Brooks,3.84,385483732,9.78039E+12,eng,240,1353,195,
13533,Das Pesttuch,by Geraldine Brooks,4.01,3570006735,9.78357E+12,ger,352,5,1,
13536,Jojo's Bizarre Adventure  Tome 1: Dio  L'envahisseur (Phantom Blood  #1),by Hirohiko Araki,3.86,2290061247,9.78229E+12,fre,186,6,0,
13538,Jojo's Bizarre Adventure  Tome 19: La Lampe Magique (Stardust Crusaders  #7),by Hirohiko Araki-Hirohiko Araki,4.44,2290329452,9.78229E+12,fre,200,2,1,
13540,Jojo's Bizarre Adventure  Tome 14: Le Navire désert et le Singe (Stardust Crusaders  #2),by Hirohiko Araki-Hirohiko Araki,4.37,2290328057,9.78229E+12,fre,189,4,2,
13541,Jojo's Bizarre Adventure  Tome 13: Le Maléfice de Dio (Stardust Crusaders  #1),by Hirohiko Araki-Hirohiko Araki,4.28,2290328022,9.78229E+12,fre,191,4,3,
13543,Jojo's Bizarre Adventure  Tome 5: La dernière onde (Phantom Blood  #5),by Hirohiko Araki,4.09,229031823X,9.78229E+12,fre,208,109,3,
13544,Jojo's Bizarre Adventure  Tome 9: Ruée vers la falaise de la mort! (Battle Tendency  #4),by Hirohiko Araki,4.27,2290319368,9.78229E+12,fre,192,83,2,
13545,Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6),by Hirohiko Araki-Hirohiko Araki,4.38,2290328316,9.78229E+12,fre,188,2,1,
13546,Jojo's Bizarre Adventure  Tome 11: Le guerrier qui retourne au vent (Battle Tendency  #6),by Hirohiko Araki,4.39,2290320102,9.78229E+12,fre,185,86,1,
13547,Jojo's Bizarre Adventure  Tome 16: L'Expérience du combat ! (Stardust Crusaders  #4),by Hirohiko Araki-Hirohiko Araki,4.42,2290328294,9.78229E+12,fre,207,3,1,
13548,Jojo's Bizarre Adventure  Tome 14: Le revolver est plus fort que l'épée (Stardust Crusaders  #3),by Hirohiko Araki-Hirohiko Araki,4.41,2290328227,9.78229E+12,fre,202,4,2,
13549,From Far Away  Vol. 12,by Kyoko Hikawa-Yuko Sawada-Freeman Wong,4.44,1421505398,9.78142E+12,eng,208,892,15,
13550,From Far Away  Vol. 13,by Kyoko Hikawa-Yuko Sawada-Freeman Wong,4.48,1421505401,9.78142E+12,eng,208,882,17,
13551,From Far Away  Vol. 14,by Kyoko Hikawa-Yuko Sawada-Freeman Wong,4.5,142150541X,9.78142E+12,eng,208,965,36,
13552,Very Far Away from Anywhere Else,by Ursula K. Le Guin,3.91,152052089,9.78015E+12,en-US,133,1681,170,
13557,Vagabond  Volume 20,by Takehiko Inoue,4.41,1591165830,9.78159E+12,eng,224,465,10,
13562,____ 13,by Kyoko Hikawa,4.48,4592175433,9.78459E+12,jpn,178,20,0,
13568,Tsubasa: RESERVoir CHRoNiCLE  Vol. 11,by CLAMP-William Flanagan,4.28,345485289,9.78035E+12,eng,183,2674,35,
13569,Tsubasa: RESERVoir CHRoNiCLE  Vol. 3,by CLAMP-William Flanagan,4.28,345471830,9.78035E+12,eng,196,5524,59,
13570,Tsubasa: RESERVoir CHRoNiCLE  Vol. 1,by CLAMP-Anthony Gerard,4.12,345470575,9.78035E+12,eng,197,37588,386,
13571,Tsubasa: RESERVoir CHRoNiCLE  Vol. 10,by CLAMP-William Flanagan,4.29,345484304,9.78035E+12,eng,184,2716,38,
13573,Tsubasa: RESERVoir CHRoNiCLE  Vol. 05,by CLAMP-William Flanagan,4.29,345477928,9.78035E+12,eng,192,3443,47,
13574,Tsubasa: RESERVoir CHRoNiCLE  Vol. 2,by CLAMP-Anthony Gerard,4.28,345471822,9.78035E+12,eng,194,5847,91,
13575,Tsubasa: RESERVoir CHRoNiCLE  Vol. 8,by CLAMP-William Flanagan,4.27,345484282,9.78035E+12,eng,194,2942,40,
13576,Tsubasa: RESERVoir CHRoNiCLE  Vol. 6,by CLAMP-William Flanagan,4.29,345477936,9.78035E+12,eng,193,3306,45,
13577,Tsubasa: RESERVoir CHRoNiCLE  Vol. 04,by CLAMP-William Flanagan,4.28,034547791X,9.78035E+12,eng,192,4004,49,
13578,Tsubasa: RESERVoir CHRoNiCLE  Vol. 09,by CLAMP-William Flanagan,4.28,345484290,9.78035E+12,eng,184,3005,40,
13579,Tsubasa: RESERVoir CHRoNiCLE  Vol. 12,by CLAMP-William Flanagan,4.31,345485327,9.78035E+12,eng,184,2647,38,
13580,Tsubasa: RESERVoir CHRoNiCLE  Vol. 7,by CLAMP-William Flanagan,4.29,345477979,9.78035E+12,eng,194,3392,42,
13583,___-RESERVoir CHRoNiCLE- 4,by CLAMP,4.28,4063633381,9.78406E+12,jpn,186,4,2,
13584,___-RESERVoir CHRoNiCLE- 6,by CLAMP,4.29,4063633934,9.78406E+12,jpn,186,4,1,
13585,___-RESERVoir CHRoNiCLE- 3,by CLAMP,4.28,4063633225,9.78406E+12,jpn,190,5,1,
13586,___-RESERVoir CHRoNiCLE- 7,by CLAMP,4.29,4063634167,9.78406E+12,jpn,188,4,2,
13587,___-RESERVoir CHRoNiCLE- 8,by CLAMP,4.27,4063634523,9.78406E+12,jpn,187,3,0,
13588,Hikaru no Go  Vol. 7: The Young Lions Tournament (Hikaru no Go  #7),by Yumi Hotta-Takeshi Obata,4.26,1421506416,9.78142E+12,eng,205,1116,17,
13589,Hikaru no Go  Vol. 8: The Pro Test Preliminaries: Day Four (Hikaru no Go  #8),by Yumi Hotta-Takeshi Obata,4.22,1421506424,9.78142E+12,eng,205,949,15,
13590,Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),by Yumi Hotta-Takeshi Obata,4.11,159116222X,9.78159E+12,eng,187,8598,201,
13591,Hikaru no Go  Vol. 9: The Pro Test Begins (Hikaru no Go  #9),by Yumi Hotta-Takeshi Obata-Yukari Umezawa,4.27,1421510669,9.78142E+12,eng,207,986,18,
13592,Hikaru no Go  Vol. 10: Lifeline (Hikaru no Go  #10),by Yumi Hotta-Takeshi Obata,4.27,1421510677,9.78142E+12,eng,203,926,20,
13593,_____ 18____,by Yumi Hotta-Yumi Hotta,4.1,4088732898,9.78409E+12,jpn,211,265,6,
13594,_____ 23____________,by Yumi Hotta-Yumi Hotta,4.23,4088735048,9.78409E+12,jpn,198,62,5,
13595,_____ 7_____,by Yumi Hotta-Yumi Hotta,4.26,4088728734,9.78409E+12,jpn,208,9,2,
13596,_____ 15_____,by Yumi Hotta-Yumi Hotta,4.24,4088732154,9.78409E+12,jpn,211,279,7,
13597,_____ 19_____,by Yumi Hotta-Yumi Hotta,4.26,4088733320,9.78409E+12,jpn,193,11,2,
13598,_____ 13______,by Yumi Hotta-Yumi Hotta,4.26,4088731441,9.78409E+12,jpn,195,11,2,
13599,_____ 8______________,by Yumi Hotta-Yumi Hotta,4.22,4088728947,9.78409E+12,jpn,208,9,2,
13600,_____ 14_sai vs toya koyo,by Yumi Hotta-Yumi Hotta,4.23,4088731697,9.78409E+12,jpn,189,319,6,
13601,_____ 17________,by Yumi Hotta-Yumi Hotta,4.24,4088732685,9.78409E+12,jpn,205,302,7,
13602,_____ 16_____,by Yumi Hotta-Yumi Hotta,4.15,4088732324,9.78409E+12,jpn,191,268,6,
13603,_____ 6_____,by Yumi Hotta-Takeshi Obata,4.22,4088728491,9.78409E+12,jpn,211,8,2,
13608,_____ 9_____,by Yumi Hotta-Yumi Hotta,4.27,4088730224,9.78409E+12,jpn,207,9,2,
13609,_____ 22______,by Yumi Hotta-Yumi Hotta,4.2,4088734327,9.78409E+12,jpn,189,320,4,
13610,_____ 21_______,by Yumi Hotta-Yumi Hotta,4.19,4088734084,9.78409E+12,jpn,189,26,3,
13611,_____ 12________,by Yumi Hotta-Yumi Hotta,4.24,4088731107,9.78409E+12,jpn,189,9,2,
13613,_____ 20__ vs ___,by Yumi Hotta-Yumi Hotta,4.21,4088733657,9.78409E+12,jpn,201,286,3,
13614,Death Note  Vol. 8: Target (Death Note  #8),by Tsugumi Ohba-Takeshi Obata-Tetsuichiro Miyaki,4.26,1421506297,9.78142E+12,eng,201,16310,398,
13615,Death Note  Vol. 1: Boredom (Death Note  #1),by Tsugumi Ohba-Pookie Rolf-Takeshi Obata,4.43,1421501686,9.78142E+12,eng,195,163578,2809,
13616,Death Note  Vol. 4: Love (Death Note  #4),by Tsugumi Ohba-Tsugumi Ohba-Alexis Kirsch,4.39,142150331X,9.78142E+12,eng,204,20286,635,
13617,Death Note  Vol. 5: Whiteout (Death Note  #5),by Tsugumi Ohba-Takeshi Obata-Alexis Kirsch,4.34,1421506262,9.78142E+12,eng,201,18267,539,
13618,Death Note  Vol. 3: Hard Run (Death Note  #3),by Tsugumi Ohba-Takeshi Obata-Pookie Rolf,4.43,1421501708,9.78142E+12,eng,200,21141,683,
13619,Death Note  Vol. 2: Confluence (Death Note  #2),by Tsugumi Ohba-Takeshi Obata-Pookie Rolf,4.43,1421501694,9.78142E+12,eng,197,23797,872,
13620,Death Note  Vol. 6: Give-and-Take (Death Note  #6),by Tsugumi Ohba-Takeshi Obata-Alexis Kirsch,4.39,1421506270,9.78142E+12,eng,215,17458,453,
13621,Death Note  Vol. 7: Zero (Death Note  #7),by Tsugumi Ohba-Takeshi Obata-Alexis Kirsch,4.42,1421506289,9.78142E+12,eng,211,16845,547,
13623,Death Note  Vol. 10: Deletion (Death Note  #10),by Tsugumi Ohba-Takeshi Obata,4.22,142151155X,9.78142E+12,eng,188,11893,308,
13624,The Worm Ouroboros,by E.R. Eddison-Keith   Henderson,3.7,486447405,9.78049E+12,eng,446,2835,234,
13625,Mistress of Mistresses: A Vision of Zimiamvia (The Zimiamvian Trilogy  #1),by E.R. Eddison-Gerald Ravenscourt Hayes-Keith   Henderson,3.64,034527220X,9.78035E+12,eng,405,26,6,
13628,The Mezentian Gate,by E.R. Eddison,3.57,345272218,9.78035E+12,eng,275,131,5,
13629,The Mythical Man-Month: Essays on Software Engineering,by Frederick P. Brooks Jr.,4.05,201835959,9.7802E+12,eng,322,8809,587,
